CHILDID,P1LEARN,P2LEARN,P4LEARN,T1LEARN,T2LEARN,T4LEARN,T5LEARN,T6LEARN,P1SRS10,P1SRS13,P1SRS15,P1SRS18,P1SRS22,P1SRS24,P2SRS10,P2SRS13,P2SRS15,P2SRS18,P2SRS22,P2SRS24,P4SRS10,P4SRS13,P4SRS15,P4SRS18,P4SRS22,P4SRS24,T1SRS11,T1SRS14,T1SRS15,T1SRS21,T1SRS23,T1SRS24,T2SRS11,T2SRS14,T2SRS15,T2SRS21,T2SRS23,T2SRS24,T4SRS11,T4SRS14,T4SRS15,T4SRS21,T4SRS23,T4SRS24,T5SRS11,T5SRS14,T5SRS15,T5SRS21,T5SRS23,T5SRS24,T5SRS26,G6SRS11,G6SRS14,G6SRS15,G6SRS21,G6SRS23,G6SRS24,G6SRS26
0920017C,3.67,3.67,3.17,3.67,3.67,3.5,,3.57,4,4,4,2,4,4,4,3,3,4,4,4,3,2,3,4,4,3,4,3,4,4,4,3,4,3,4,4,4,3,4,3,4,3,4,3,,,,,,,,4,3,4,2,4,4,4
0920018C,3.83,3.33,4,3.5,3.33,,,4,3,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,3,4,3,4,4,3,3,3,3,4,4,3,,,,,,,,,,,,,,4,4,4,4,4,4,4
0920019C,3.33,3.17,,4,4,3.5,2.29,3.29,3,3,4,2,4,4,4,3,1,3,4,4,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,2,2,3,2,3,2,2,3,3,4,4,3,3,3
0920021C,3.83,4,3.5,3.5,3.5,3.17,1.86,,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,3,4,2,4,4,3,4,4,2,4,4,4,4,3,2,4,2,4,4,3,1,2,3,2,1,2,2,,,,,,,
0920022C,3.33,3.17,,2.83,,,,,4,3,4,3,3,3,4,3,3,2,4,3,,,,,,,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
0920023C,3,3.33,,2.25,,,,,3,2,2,3,4,4,3,3,4,3,4,3,,,,,,,,1,3,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
0920024C,3,3.33,,3.8,,,,,4,3,3,2,3,3,4,3,2,3,4,4,,,,,,,,4,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
0920025C,2.67,,2.67,1.33,3,2.5,,1.71,3,3,1,3,3,3,,,,,,,2,3,2,3,3,3,2,1,1,2,1,1,3,3,3,3,3,3,4,1,2,4,2,2,,,,,,,,2,1,2,1,1,2,3
0921001C,,3.67,3.5,,,,2.57,4,,,,,,,4,4,2,4,4,4,4,4,2,4,4,3,,,,,,,,,,,,,,,,,,,2,2,3,4,2,3,2,4,4,4,4,4,4,4
0921002C,2.33,3,2.5,2.17,2.33,1.67,2.71,2.43,2,2,2,4,2,2,2,4,2,4,4,2,2,2,2,4,3,2,2,2,2,2,3,2,3,2,2,2,3,2,1,2,2,2,2,1,2,3,3,3,3,3,2,3,2,2,2,2,3,3
0921003C,3.67,3.83,3.67,3.33,3.33,1.83,2.57,2,3,4,3,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,3,4,3,3,4,3,3,4,3,3,4,3,1,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2
0921004C,3.17,3.67,3,3.5,3.67,3.17,,,4,3,3,3,3,3,4,4,4,2,4,4,3,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,4,4,4,3,3,3,3,3,,,,,,,1,,,,,,,
0921005C,2.5,2.83,2.67,3.67,3.67,3.33,,4,2,3,2,2,3,3,2,4,3,2,3,3,2,3,2,3,4,2,4,4,4,3,4,3,3,4,4,3,4,4,3,3,4,3,4,3,,,,,,,,4,4,4,4,4,4,4
0921006C,3.67,3,,3,2.67,,,,4,4,3,4,4,3,2,4,2,2,4,4,,,,,,,3,3,3,3,3,3,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,
0921007C,,2.83,,2,2.17,,,,,,,,,,3,3,2,2,4,3,,,,,,,3,2,1,2,2,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,
0921008C,2,2.5,,,2.5,2.67,2.33,4,2,1,2,3,2,2,2,3,2,3,2,3,,,,,,,,,,,,,2,2,3,3,3,2,2,4,3,3,2,2,3,2,2,,2,2,3,4,4,4,4,4,4,4
0921009C,2.67,2,2,,2.17,1.17,2.71,2.14,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,2,2,2,2,3,2,1,2,1,1,1,1,3,3,3,3,3,2,2,2,2,2,2,2,3,2
0921010C,2.33,2.17,2.5,,2.17,2.67,,,2,3,2,2,3,2,2,3,2,1,2,3,2,3,2,2,3,3,,,,,,,2,2,2,2,3,2,2,3,3,2,3,3,,,,,,,,,,,,,,
0921011C,3.33,2.67,2.83,,2.5,2.67,,2.71,3,3,2,4,4,4,3,3,2,2,3,3,2,4,1,2,4,4,,,,,,,2,4,3,2,2,2,2,3,4,3,2,2,,,,,,,,1,4,1,1,4,4,4
0921012C,3.5,3.83,3.83,,2.67,3.33,2.43,4,3,3,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,,,,,,,2,3,3,2,3,3,3,4,3,3,3,4,2,2,3,3,2,2,3,4,4,4,4,4,4,4
0921013C,4,3.17,3.5,,2.67,3.67,,3.5,4,4,4,4,4,4,3,4,2,2,4,4,3,4,3,4,4,3,,,,,,,2,3,3,2,3,3,3,4,4,3,4,4,,,,,,,,,4,1,4,4,4,4
0921014C,3,3.67,3.33,,2.17,3.17,,,4,3,3,2,3,3,4,4,4,2,4,4,4,2,3,4,4,3,,,,,,,2,3,2,1,3,2,3,3,4,3,3,3,,,,,,,,,,,,,,
0921015C,2.33,3.17,2.5,,2,1,,,2,2,2,3,3,2,2,3,3,3,4,4,3,2,2,2,3,3,,,,,,,2,2,2,2,2,2,1,1,1,1,1,1,,,,,,,,,,,,,,
0921016C,3.33,3,2.83,2.67,,,,,3,4,2,4,4,3,4,3,2,2,4,3,3,2,2,3,4,3,2,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
0921017C,,3,4,2.33,2.67,3.17,,,,,,,,,3,3,3,3,3,3,4,4,4,4,4,4,2,2,3,2,2,3,2,3,2,3,3,3,4,3,3,3,3,3,,,,,,,,,,,,,,
0921018C,2.67,3.17,2.5,3.2,3.5,2.17,,,2,3,2,2,4,3,2,4,3,3,4,3,2,2,3,3,3,2,,4,3,2,4,3,4,4,4,2,4,3,2,2,2,2,2,3,,,,,,,,,,,,,,
0921019C,3.5,,3.67,2.17,2,2.67,3,,4,4,1,4,4,4,,,,,,,3,3,4,4,4,4,2,2,3,2,2,2,1,2,2,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,,,,,,,
0921020C,2,2.5,2,1.67,2.17,1.33,,,2,1,1,2,3,3,2,3,2,2,4,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,3,1,2,1,1,2,2,1,1,,,,,,,,,,,,,,
0921021C,3.33,,,2,3.17,,,,2,4,3,4,4,3,,,,,,,,,,,,,2,2,2,2,2,2,3,4,3,4,2,3,,,,,,,,,,,,,,,,,,,,
0921022C,,,,1.67,2.33,2.17,,,,,,,,,,,,,,,,,,,,,1,2,2,2,1,2,2,3,2,2,2,3,2,2,2,3,2,2,,,,,,,,,,,,,,
0921023C,,,,1.8,3.33,2,,3,,,,,,,,,,,,,,,,,,,1,2,,2,2,2,3,4,4,3,3,3,2,2,2,2,2,2,,,,,,,,3,3,3,3,3,3,3
0921024C,,3,3.67,3.17,3.67,4,,,,,,,,,3,3,3,3,3,3,3,4,3,4,4,4,4,2,4,2,3,4,4,3,4,3,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,
0921025C,,2,2.5,4,4,3.17,,,,,,,,,2,2,2,2,2,2,3,2,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,,,,,,,,,,,,,,
0922001C,3.33,,3.17,3.67,4,3,,,4,3,3,3,3,4,,,,,,,3,2,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,,,,,,,,,,,,,,
0922002C,1.83,2.5,3,3,3,2.83,,,1,2,1,2,3,2,1,3,2,3,3,3,3,3,3,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,,,,,,,,,,,,,,
0922003C,,2.67,3.67,3,3,2.5,,,,,,,,,2,4,2,1,4,3,4,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,,,,,,,,,,,,,,
0922004C,3.17,3.17,3.67,3.83,3.67,3.83,,,3,3,3,3,4,3,3,3,3,3,3,4,4,2,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,3,4,4,,,,,,,,,,,,,,
0922005C,,1.67,3,2,2,,1.71,,,,,,,,1,1,2,3,2,1,3,3,4,2,4,2,,1,1,2,2,4,2,2,2,2,2,2,,,,,,,1,2,1,4,2,1,1,,,,,,,
0922006C,2.83,3.83,3.33,3.33,4,4,,,3,3,3,2,3,3,4,4,3,4,4,4,3,4,4,2,4,3,3,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,
0922007C,2.83,3.17,3.67,2.5,3,2.83,3,,2,3,2,4,3,3,3,3,3,3,4,3,3,4,4,3,4,4,3,2,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,,3,3,3,,,,,,,
0922008C,1.67,2.67,2,2.83,2.83,1.67,3,,1,2,1,2,2,2,3,3,2,3,3,2,2,2,1,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,1,2,2,2,2,1,2,3,4,,4,3,2,,,,,,,
0922009C,,,3,2.5,3.17,3.5,2.57,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,2,3,2,2,3,3,3,3,3,4,3,4,4,3,4,3,3,3,3,2,2,2,3,,,,,,,
0922010C,4,3.67,4,2.6,2.83,3.67,,,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,2,,1,3,2,3,3,3,3,3,4,4,4,4,4,2,,,,,,,,,,,,,,
0922011C,2.83,2,2.67,2,2.83,2.17,2,,3,3,3,3,3,2,1,3,1,3,3,1,1,2,3,4,3,3,2,2,2,2,2,2,2,3,3,3,3,3,2,4,1,2,2,2,1,2,2,2,2,2,3,,,,,,,
0922012C,,,,3.17,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
0922013C,,,,3.33,2.83,3.17,3.86,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,4,2,3,3,3,3,3,2,3,4,3,4,3,3,4,4,4,4,4,4,,,,,,,
0922014C,2.5,2.67,3.5,3.5,3.33,3.83,,,3,2,1,2,4,3,1,4,1,2,4,4,4,4,3,2,4,4,3,4,3,3,4,4,2,4,4,4,3,3,4,4,4,3,4,4,,,,,,,,,,,,,,
0922015C,3.17,3.33,,3.17,2.83,3.17,,,3,3,3,3,4,3,4,4,2,2,4,4,,,,,,,3,4,2,3,3,4,2,3,3,3,3,3,2,2,4,4,4,3,,,,,,,,,,,,,,
0922016C,2.83,2.33,2.67,3,2.2,2.17,,,3,3,2,3,3,3,2,2,2,4,2,2,2,2,4,2,3,3,3,2,4,3,3,3,,1,3,2,3,2,2,2,2,2,3,2,,,,,,,,,,,,,,
0922017C,2.33,2.83,2.5,3.17,,,,2.29,3,2,1,3,3,2,2,3,2,4,4,2,3,4,2,3,1,2,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,2,3
0922018C,2.67,3,3.83,2.67,2.5,2.83,,,2,3,3,2,3,3,2,3,3,3,3,4,4,4,4,3,4,4,3,3,3,2,2,3,,,3,2,2,3,2,3,3,3,3,3,,,,,,,,,,,,,,
0922019C,3.17,2.83,2.17,4,3.33,2.67,3.14,,4,3,4,2,3,3,2,3,3,3,3,3,2,3,2,2,2,2,4,4,4,4,4,4,4,3,4,3,2,4,2,3,3,2,3,3,2,3,3,3,4,4,3,,,,,,,
0922020C,2.33,2.83,3.5,2.17,3.4,3,3.14,,2,3,2,2,3,2,3,3,2,3,3,3,4,4,4,1,4,4,2,2,2,2,2,3,3,3,4,,3,4,3,3,3,3,3,3,2,3,3,3,4,3,4,,,,,,,
0922021C,,,1.67,2,2,2,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,
0922022C,2,2,2.33,2.33,3.33,3.5,3.43,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,3,4,3,4,2,3,4,4,3,4,2,4,4,4,2,3,3,4,4,4,,,,,,,
0922023C,,2.67,3,2,2.83,2.33,,,,,,,,,2,3,3,3,2,3,3,2,3,3,4,3,2,2,2,2,,2,3,3,4,2,2,3,2,3,2,3,2,2,,,,,,,,,,,,,,
0922024C,3.5,3.33,3.17,2.17,2.83,,,,4,4,2,3,4,4,4,4,2,2,4,4,4,4,2,3,3,3,2,3,2,2,2,2,3,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,
0922025C,,3,3.5,2.17,2.17,,2.14,2.43,,,,,,,4,3,3,3,3,2,4,4,4,2,4,3,2,2,2,3,2,2,2,2,2,3,2,2,,,,,,,2,1,2,3,3,2,2,2,2,3,3,2,2,3
0924002C,3,2.83,2.5,2.4,,,,,2,3,2,3,4,4,2,3,2,2,4,4,2,3,1,2,3,4,,2,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
0924003C,3.83,3.67,3.5,4,,,3.5,,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,1,4,4,4,4,4,4,4,4,,,,,,,,,,,,,3,4,3,,4,3,4,,,,,,,
0924004C,2.83,3.33,3.17,,,2.83,2.57,2.57,3,3,2,3,3,3,3,3,3,3,4,4,3,4,3,2,4,3,,,,,,,,,,,,,2,4,3,3,2,3,2,3,3,3,2,2,3,2,3,3,3,2,2,3
0924005C,3,2.83,2.83,4,,3,2.71,,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,4,4,4,4,4,4,,,,,,,3,3,3,3,3,3,1,2,3,4,3,2,4,,,,,,,
0924006C,2.83,2.83,3,,,,3.57,3,3,3,2,2,4,3,3,3,2,2,4,3,3,4,2,2,4,3,,,,,,,,,,,,,,,,,,,2,4,4,4,4,3,4,2,4,3,3,4,2,3
0924007C,2.83,3,3.17,4,,3.33,3.86,,3,3,2,2,4,3,3,4,2,3,3,3,3,4,2,3,4,3,4,4,4,4,4,4,,,,,,,2,4,4,4,3,3,3,4,4,4,4,4,4,,,,,,,
0924008C,3.33,3.33,3.17,3.33,,2,3,3,4,4,3,3,4,2,3,4,4,3,4,2,3,4,3,2,4,3,2,4,4,4,2,4,,,,,,,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4
0926002C,2.83,3.83,3,2.67,1.33,1.83,2.43,,2,3,2,4,3,3,4,4,3,4,4,4,2,3,2,4,4,3,2,4,3,2,3,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,4,4,,,,,,,
0926004C,3.33,2,2.83,3,2.5,1.83,2.43,2.86,3,2,4,3,4,4,1,4,2,1,2,2,3,4,3,2,2,3,2,4,3,3,3,3,2,3,2,3,2,3,2,2,2,2,1,2,4,2,3,2,2,2,2,3,3,3,3,2,4,2
0926005C,2.5,2.33,3.33,2.67,2.67,4,3.14,2.71,2,3,2,2,3,3,2,3,2,2,3,2,3,4,2,3,4,4,2,3,3,2,3,3,2,3,3,3,2,3,4,4,4,4,4,4,3,2,3,3,3,4,4,3,2,3,4,2,2,3
0926006C,,2.5,3.17,3.67,3.5,3.17,,,,,,,,,3,2,2,2,3,3,4,3,3,3,3,3,3,4,4,3,4,4,3,4,4,3,4,3,2,4,4,2,4,3,,,,,,,,,,,,,,
0926008C,,,2.83,2.33,2.5,2.67,2,3.29,,,,,,,,,,,,,4,3,3,2,2,3,2,3,2,3,2,2,2,3,3,3,2,2,4,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,4,4,4
0926009C,,3.17,3.33,2.17,2.17,2.67,,2.57,,,,,,,2,4,2,3,4,4,3,3,3,4,4,3,2,3,2,2,2,2,2,3,2,2,2,2,2,3,2,3,3,3,,,,,,,,2,2,3,2,3,3,3
0926010C,2.83,2.17,2.83,1.5,2.17,2,2.43,2.29,2,2,3,4,3,3,2,1,2,4,2,2,2,3,2,4,3,3,1,3,1,2,1,1,1,3,2,2,2,3,2,2,2,2,1,3,3,2,3,2,2,2,3,2,2,3,2,2,2,3
0926011C,2.83,3.33,,1.5,2,1.83,3,,3,3,2,3,3,3,4,3,3,4,3,3,,,,,,,2,2,1,2,1,1,2,3,2,2,2,1,2,1,1,3,2,2,4,3,3,4,3,2,2,,,,,,,
0926012C,,2.67,,2,1.83,,,,,,,,,,3,3,3,2,2,3,,,,,,,2,3,2,2,1,2,1,3,2,2,2,1,,,,,,,,,,,,,,,,,,,,
0926013C,3.17,3.33,2.83,2.17,2.33,3.5,,,2,4,2,4,4,3,3,4,3,4,4,2,3,3,2,3,3,3,2,3,2,2,2,2,3,3,2,2,2,2,4,2,4,3,4,4,,,,,,,,,,,,,,
0926014C,3,3.33,2.5,1.83,2.17,1.5,,,2,4,2,4,4,2,4,4,2,2,4,4,2,3,2,2,4,2,1,3,2,1,2,2,2,3,2,2,2,2,1,2,1,3,1,1,,,,,,,,,,,,,,
0926015C,,3.33,,2.33,,,,,,,,,,,4,3,3,3,4,3,,,,,,,2,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
0926016C,,2.5,,2,1.5,,,,,,,,,,3,3,1,3,3,2,,,,,,,1,3,2,2,2,2,1,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,
0926017C,3.5,3.67,,3.67,,,,,3,4,2,4,4,4,3,4,3,4,4,4,,,,,,,4,4,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
0926018C,3.5,3.33,,3.17,3,,,,3,4,3,3,4,4,4,3,2,3,4,4,,,,,,,3,4,3,3,2,4,2,4,3,3,3,3,,,,,,,,,,,,,,,,,,,,
0926019C,3,3.33,,3.5,3.67,4,,3.71,3,4,3,3,3,2,4,4,2,2,4,4,,,,,,,4,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,,,,,,,,4,3,4,3,4,4,4
0926020C,,2.83,2.67,3.67,3,3.17,,3.57,,,,,,,3,3,2,2,3,4,3,3,2,2,3,3,3,4,4,3,4,4,2,4,4,2,2,4,2,2,4,4,3,4,,,,,,,,3,4,4,3,3,4,4
0926021C,,,,2.83,2.83,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,2,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,
0926022C,,,,2,2.67,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,3,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,
0926024C,,,3,3.83,3.33,4,,3.86,,,,,,,,,,,,,3,3,3,3,3,3,4,4,4,3,4,4,3,4,4,3,3,3,4,4,4,4,4,4,,,,,,,,4,4,4,3,4,4,4
0928001C,3,2.83,,2.33,2.17,,,,2,4,3,3,3,3,3,3,2,3,3,3,,,,,,,3,3,2,2,2,2,2,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,
0928004C,3,3,2.83,1.67,2.17,2.33,,3.43,3,3,2,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,1,2,2,1,3,3,2,2,1,2,2,3,2,3,2,2,,,,,,,,3,3,4,3,3,4,4
0928005C,,,2.5,3.83,3.17,3.5,,,,,,,,,,,,,,,2,3,2,3,3,2,4,4,4,4,4,3,3,2,4,3,3,4,4,4,4,1,4,4,,,,,,,,,,,,,,
0928006C,2.83,,,1,1.5,,,,2,3,1,4,4,3,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,
0928007C,2.5,2.67,,4,3.67,1.67,,,2,3,1,3,3,3,3,3,1,3,3,3,,,,,,,4,4,4,4,4,4,4,4,4,3,4,3,1,2,2,2,2,1,,,,,,,,,,,,,,
0928008C,2.5,3,,2.17,2.67,2,,,3,2,2,3,3,2,2,4,3,2,4,3,,,,,,,2,1,3,2,3,2,4,2,2,3,3,2,1,3,2,2,2,2,,,,,,,,,,,,,,
0928009C,2.83,2.33,2,1.67,2.33,1.67,,3.71,3,3,1,3,4,3,2,2,2,2,4,2,2,2,2,2,2,2,2,1,2,2,1,2,4,2,3,2,1,2,2,2,1,2,2,1,,,,,,,,4,2,4,4,4,4,4
0928010C,3,3,,3.17,3.17,,,,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,4,4,2,3,3,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,
0928011C,3.5,4,4,3.83,3,2.5,,,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,2,3,2,3,2,3,,,,,,,,,,,,,,
0928012C,2.83,3.5,3.5,3.33,3.17,3.5,2,,4,4,1,2,2,4,4,4,3,2,4,4,3,4,3,3,4,4,2,4,4,3,4,3,2,3,4,3,3,4,3,4,4,3,4,3,1,2,2,3,2,2,2,,,,,,,
0928013C,,,,1.33,1.83,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,2,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,
0928014C,2.83,,,,,,,,3,3,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0928015C,3.33,3.5,,,,,,,3,4,3,2,4,4,4,4,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0928016C,3.83,3.17,3.83,3.8,3.67,3.67,,,4,4,4,3,4,4,4,3,2,2,4,4,4,4,4,3,4,4,3,4,4,,4,4,3,4,4,3,4,4,4,4,4,3,4,3,,,,,,,,,,,,,,
0928017C,2.83,,,,,,,,3,3,3,2,3,3,,,,,,,,,,,,,2,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
0928018C,,,,2.67,4,3.5,2.71,,,,,,,,,,,,,,,,,,,,2,4,2,3,2,3,4,4,4,4,4,4,3,4,4,4,3,3,2,2,3,4,3,2,3,,,,,,,
0928019C,2.67,4,3.17,2.6,3,3.17,,,3,3,1,3,3,3,4,4,4,4,4,4,3,3,3,2,4,4,1,3,,3,3,3,2,3,4,4,2,3,3,4,4,3,2,3,,,,,,,,,,,,,,
0928021C,3.17,3,2.33,3,4,3,3.71,4,3,4,2,2,4,4,4,3,3,2,3,3,2,2,2,2,3,3,3,3,2,3,4,3,4,4,4,4,4,4,,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4
0928022C,3.67,4,3.33,3.6,3.17,2.5,,,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,2,,4,3,4,3,3,3,3,2,1,3,3,3,3,,,,,,,,,,,,,,
0928023C,3.17,3.67,,3.83,3,3.67,4,,3,3,2,4,4,3,4,4,2,4,4,4,,,,,,,4,4,4,3,4,4,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,,,,,,,
0928024C,1.83,2.83,2.17,3.83,3.33,3.17,,,2,2,2,1,2,2,4,2,4,2,3,2,3,2,2,2,2,2,4,4,4,3,4,4,3,4,3,3,3,4,3,3,4,2,3,4,,,,,,,,,,,,,,
0932001C,2.5,2.5,3,2.5,2,3.17,,,2,3,2,3,2,3,2,3,2,4,2,2,2,4,2,3,3,4,3,2,3,2,3,2,2,2,2,2,2,2,3,3,4,2,4,3,,,,,,,,,,,,,,
0932002C,3,4,3.33,2.33,2.67,3.17,,,2,4,2,2,4,4,4,4,4,4,4,4,4,4,2,3,4,3,2,3,2,2,3,2,4,2,2,3,3,2,3,3,4,3,3,3,,,,,,,,,,,,,,
0932003C,3.33,3.5,2.83,4,4,,,,4,4,2,2,4,4,4,4,3,3,3,4,3,2,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,
0932004C,,,,2.83,3.17,3.83,3.43,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,4,4,4,3,2,2,4,4,4,3,4,4,4,3,4,3,4,3,3,,,,,,,
0932005C,3.5,,,,,,,,3,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0932006C,2.17,,,2.67,2.5,2.33,2.71,2.43,2,2,2,2,3,2,,,,,,,,,,,,,3,3,3,2,3,2,3,2,2,3,3,2,3,3,2,3,1,2,3,3,3,2,3,2,3,3,1,3,2,2,3,3
0932007C,,,,3.83,3.67,3.33,3.86,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,3,,,,,,,
0932008C,3.33,3.33,3.67,3.5,3.83,4,4,3.71,3,3,3,3,4,4,3,4,3,2,4,4,4,4,3,3,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4
0932010C,3.33,3.67,2.83,3.83,4,2.83,4,,4,3,3,3,4,3,4,4,4,3,4,3,3,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,4,4,4,4,4,4,4,,,,,,,
0932011C,,,3,3.67,3.33,2.17,3.14,1.71,,,,,,,,,,,,,3,4,3,2,3,3,4,4,4,4,3,3,2,4,4,4,3,3,1,3,2,3,2,2,2,4,4,3,3,3,3,1,1,2,2,2,2,2
0932012C,3.5,3.17,3.33,2.33,2.83,,3.57,,4,4,3,2,4,4,3,4,2,2,4,4,4,4,2,2,4,4,2,3,2,2,3,2,2,3,3,3,3,3,,,,,,,4,4,4,3,4,2,4,,,,,,,
0932014C,3.33,,,,,,,,3,2,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0932015C,3.33,3.17,2.5,2.67,3.5,3.17,4,3.43,3,3,3,3,4,4,4,4,3,2,3,3,3,2,3,2,3,2,2,3,2,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,2,4,4,4,4,3,3
0932016C,3.17,2.17,,2.5,,,,,4,4,3,1,4,3,2,2,2,2,3,2,,,,,,,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,
0932017C,3.5,3.67,3.67,4,3.83,3.5,3.29,2.71,4,3,3,3,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,2,4,4,4,3,3,3,3,3,2,2,3,3
0932018C,3.5,3.33,3.67,3.67,3.17,2.5,,,4,4,3,2,4,4,4,4,2,2,4,4,4,4,3,3,4,4,4,4,3,4,4,3,2,4,3,4,3,3,3,3,2,2,3,2,,,,,,,,,,,,,,
0932019C,3,3.83,3.33,3.83,3.83,3.33,,,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,2,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,3,,,,,,,,,,,,,,
0932020C,3.33,3.5,3.5,2.67,2.83,2.83,,,3,3,3,4,4,3,3,4,2,4,4,4,3,4,2,4,4,4,3,3,3,2,3,2,2,4,3,2,4,2,2,3,4,3,2,3,,,,,,,,,,,,,,
